Tail_Number, Model, Manufacturer, Engine_Type, Aircraft_Type, Production_Year, Issue_Date, Status, Ownership
N4ABA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ERA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CLA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CAA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ARA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CFA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EAA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4AMA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ACA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EBA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EDA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CCA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CGA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CNA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CMA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EJA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EHA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CEA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EMA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CHA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AFA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ALA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EPA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CJA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EEA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ECA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CBA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4AFA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CPA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CDA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ANA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EGA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4AJA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4AKA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EFA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1AKA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1ARA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1ACA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1AEA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AAA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5ACA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5ALA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5ARA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5ADA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6AJA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6AHA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AKA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5ABA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AJA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5ANA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AHA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ENA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4CRA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4EKA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ELA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1AMA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1ALA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N1AGA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6AFA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6AGA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AEA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AMA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5AGA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6ACA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6AEA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6AAA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N6ABA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5APA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N840M8,Unknown,Unknown,Unknown,Unknown,,,U,U
N842M8,Unknown,Unknown,Unknown,Unknown,,,U,U
N3762E,Unknown,Unknown,Unknown,Unknown,,,U,U
N3766A,Unknown,Unknown,Unknown,Unknown,,,U,U
N37644,AA-5B,GULFSTREAM AMERICAN CORP,Unknown,Fixed Wing Single-Engine,,2019-11-16,V,I
N37634,Unknown,Unknown,Unknown,Unknown,,,U,U
N3765A,Unknown,Unknown,Unknown,Unknown,,,U,U
N37603,HK-1,HUGHES,Unknown,Fixed Wing Multi-Engine,,2016-05-12,V,C
N3759A,Unknown,Unknown,Unknown,Unknown,,,U,U
N841M8,Unknown,Unknown,Unknown,Unknown,,,U,U
-N3761,Unknown,Unknown,Unknown,Unknown,,,U,U
N3767A,Unknown,Unknown,Unknown,Unknown,,,U,U
N3768A,PA-22-135,PIPER,Unknown,Fixed Wing Single-Engine,1954,2014-09-22,V,P
-N815M,Unknown,Unknown,Unknown,Unknown,,,U,U
-N501M,Unknown,Unknown,Unknown,Unknown,,,U,U
-N816M,Unknown,Unknown,Unknown,Unknown,,,U,U
N334N2,Unknown,Unknown,Unknown,Unknown,,,U,U
N850A1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5FPA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5FNA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N5FRA1,Unknown,Unknown,Unknown,Unknown,,,U,U
N66058,Unknown,Unknown,Unknown,Unknown,,,U,U
-N3769,Unknown,Unknown,Unknown,Unknown,,,U,U
-N819M,Unknown,Unknown,Unknown,Unknown,,,U,U
-N503M,Unknown,Unknown,Unknown,Unknown,,,U,U
-N500M,Unknown,Unknown,Unknown,Unknown,,,U,U
-N817M,Unknown,Unknown,Unknown,Unknown,,,U,U
-N818M,Unknown,Unknown,Unknown,Unknown,,,U,U
N336N2,Unknown,Unknown,Unknown,Unknown,,,U,U
N335N2,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TRAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TUAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1WEAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TWAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1WAAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1WDAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TYAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TVAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TFAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1WCAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TAAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TTAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1WBAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TRAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TTAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UUAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TJAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4USAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TFAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TSAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5THAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TBAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UVAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TVAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4THAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4ULAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UMAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4URAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5TWAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5WCAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TAAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TFAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5TRAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5TPAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5WDAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TAAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TDAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TCAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UNAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TMAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UTAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UHAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TPAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TGAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TXAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4UPAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4WCAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TSAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TGAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N4TNAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5WBAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TPAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TBAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TJAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N5TVAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TEAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6THAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TCAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N6TDAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N1TNAA,Unknown,Unknown,Unknown,Unknown,,,U,U
N37276,77,BEECH,Unknown,Fixed Wing Single-Engine,1980,2017-11-07,V,I
N37275,77,BEECH,Unknown,Fixed Wing Single-Engine,1980,2017-08-22,V,C
N3744,Unknown,Unknown,Unknown,Unknown,,,U,U
N386MQ,SD3-60,SHORT BROS,Unknown,Fixed Wing Multi-Engine,,2014-12-17,V,C
N305MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N245MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N376MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N343MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N356MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N306MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N250MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N341MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N329MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N284MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N349MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N330MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N247MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N320MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N332MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N374MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N280MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N350MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N380MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N222MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N324MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N211MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N400MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N396MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N901MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N398MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N384MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N352MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N231MQ,M20K,MOONEY AIRCRAFT CORP.,Unknown,Fixed Wing Single-Engine,1980,2006-05-25,V,C
N391MQ,RV-12,VANS AIRCRAFT INC,Unknown,Fixed Wing Single-Engine,2010,2019-08-12,V,F
N272MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N392MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N397MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N389MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N381MQ,SD3-60,SHORT BROS,Unknown,Fixed Wing Multi-Engine,,2008-05-20,V,C
N235MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N346MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N241MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N254MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N382MQ,SD3-60,SHORT BROS,Unknown,Fixed Wing Multi-Engine,,2000-06-22,V,C
N345MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N373MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N323MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N390MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N338MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N387MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N312MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N177MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N240MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N238MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N309MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N174MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N375MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N394MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N344MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N236MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N232MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N234MQ,Q25,BOEING CO,Unknown,Fixed Wing Single-Engine,,2017-12-26,V,C
N371MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N180MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N244MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N259MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N393MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N370MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N714MQ,UH-1H,BELL,Unknown,Rotorcraft,1965,2014-01-22,V,I
N388MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N729MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N701MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N383MQ,SD3-60,SHORT BROS,Unknown,Fixed Wing Multi-Engine,,2016-11-07,V,C
N732MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N726MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N700MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N731MQ,P210N,CESSNA,Unknown,Fixed Wing Single-Engine,1980,2014-10-15,V,C
N706MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N727MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N704MQ,150M,CESSNA,Unknown,Fixed Wing Single-Engine,1976,2014-08-20,V,L
N283MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N317MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N268MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N326MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N286MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N256MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N340MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N278MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N334MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N335MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N263MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N304MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N313MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N264MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N273MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N307MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N339MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N243MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N297MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N904MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N266MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N347MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N424MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N14AMQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N971MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N269MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N242MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N135MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N877DA,PA-28-140,PIPER,Unknown,Fixed Wing Single-Engine,1969,2015-06-15,V,C
N261MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N77AMQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N141MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N319MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N359MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N82AMQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N376N,Unknown,Unknown,Unknown,Unknown,,,U,U
N199SW,Unknown,Unknown,Unknown,Unknown,,,U,U
N493SW,Unknown,Unknown,Unknown,Unknown,,,U,U
N499SW,Unknown,Unknown,Unknown,Unknown,,,U,U
N209SW,SONEX WAIEX,WOODS STEVEN W,Unknown,Fixed Wing Single-Engine,2013,2011-10-25,V,I
N196SW,Unknown,Unknown,Unknown,Unknown,,,U,U
N593SW,Unknown,Unknown,Unknown,Unknown,,,U,U
N269UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N207SW,Unknown,Unknown,Unknown,Unknown,,,U,U
N198SW,PA-28-181,PIPER,Reciprocating,Fixed Wing Single-Engine,1977,2017-08-24,V,L
N38537,Unknown,Unknown,Unknown,Unknown,,,U,U
N81538,Unknown,Unknown,Unknown,Unknown,,,U,U
N13917,ATO,WACO,Unknown,Fixed Wing Single-Engine,,2018-03-20,V,L
N15987,Unknown,Unknown,Unknown,Unknown,,,U,U
N14978,Unknown,Unknown,Unknown,Unknown,,,U,U
N303TZ,Unknown,Unknown,Unknown,Unknown,,,U,U
N521AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N516AT,Unknown,Unknown,Unknown,Unknown,,,U,U
NJB,Unknown,Unknown,Unknown,Unknown,,,U,U
N415FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N403FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N418FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N428FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N406FJ,328-300,DORNIER,Unknown,Fixed Wing Multi-Engine,2000,2010-12-29,V,L
N426FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N410FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N417FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N419FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N401FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N423FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N409FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N412FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N427FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N429FJ,DORNIER 328-300,FAIRCHILD DORNIER,Unknown,Fixed Wing Multi-Engine,2001,2008-01-31,V,L
N407FJ,328-300,DORNIER,Unknown,Fixed Wing Multi-Engine,2000,2006-05-18,V,L
N405FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N425FJ,DORNIER 328-300,FAIRCHILD DORNIER,Unknown,Fixed Wing Multi-Engine,2001,2017-09-28,V,L
N430FJ,DORNIER 328-300,FAIRCHILD DORNIER,Unknown,Fixed Wing Multi-Engine,2002,2007-06-13,V,L
N420FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N404FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N422FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N414FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N500FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N411FJ,328-300,DORNIER,Unknown,Fixed Wing Multi-Engine,2000,2015-09-25,V,L
N402FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N413FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N421FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N424FJ,DORNIER 328-300,FAIRCHILD DORNIER,Unknown,Fixed Wing Multi-Engine,2001,2018-07-25,V,C
N408FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N332UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N308UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N328UE,JETSTREAM 4101,JETSTREAM AIRCRAFT LIMITED,Turbo-Prop,Fixed Wing Multi-Engine,1996,2016-12-01,I,C
N307UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N317UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N327UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N331UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N312UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N316UE,SEAREY LSX,LLOYD J STABLES,Unknown,Fixed Wing Single-Engine,2016,2016-04-06,V,I
N311UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N309UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N320UE,JETSTREAM 4101,JETSTREAM AIRCRAFT LIMITED,Turbo-Prop,Fixed Wing Multi-Engine,1995,2018-11-09,V,L
N303UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N319UE,JETSTREAM 4101,JETSTREAM AIRCRAFT LIMITED,Turbo-Prop,Fixed Wing Multi-Engine,1995,2014-05-22,V,L
N302UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N315UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N318UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N325UE,JETSTREAM 4101,JETSTREAM AIRCRAFT LIMITED,Turbo-Prop,Fixed Wing Multi-Engine,,2019-06-26,V,L
N329UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N306UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N313UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N326UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N305UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N322UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N324UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N301UE,JETSTREAM 4101,JETSTREAM AIRCRAFT LIMITED,Turbo-Prop,Fixed Wing Multi-Engine,,2016-12-02,I,C
N333UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N314UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N330UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N416FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N452FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N451FJ,Unknown,Unknown,Unknown,Unknown,,,U,U
N321UE,Unknown,Unknown,Unknown,Unknown,,,U,U
N501AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N502AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N246AS,EMB-120ER,EMBRAER,Turbo-Prop,Fixed Wing Multi-Engine,1988,2014-01-10,V,C
N262AS,PA-31,PIPER,Unknown,Fixed Wing Multi-Engine,1977,2015-04-30,V,C
N280AS,PA-32R-300,PIPER,Reciprocating,Fixed Wing Single-Engine,1977,2013-11-12,V,L
N261AS,R66,ROBINSON HELICOPTER CO,Unknown,Rotorcraft,2015,2017-12-21,V,C
N269AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N284AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N286AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N265AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N266AS,EMB-120ER,EMBRAER,Turbo-Prop,Fixed Wing Multi-Engine,1990,2009-03-23,V,L
N238AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N503AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N281AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N237AS,ARROW,CGS HAWK,Unknown,Fixed Wing Single-Engine,1992,2012-05-23,V,I
N273AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N274AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N264AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N500AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N282AS,LIGHTNING LS-1,ARION AIRCRAFT LLC,Unknown,Fixed Wing Single-Engine,2011,2019-02-13,V,I
N275AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N504AS,EMB-120ER,EMBRAER,Turbo-Prop,Fixed Wing Multi-Engine,,2018-05-02,V,I
N638AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N258AS,EMB-120ER,EMBRAER,Turbo-Prop,Fixed Wing Multi-Engine,1989,2014-01-14,V,C
N240AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N283AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N268AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N263AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N639AS,EMB-500,EMBRAER-EMPRESA BRASILEIRA DE,Unknown,Fixed Wing Multi-Engine,2009,2019-02-13,V,P
N257AS,EMB-120ER,EMBRAER,Turbo-Prop,Fixed Wing Multi-Engine,1989,2013-12-13,V,C
N505AS,EMB-120ER,EMBRAER,Turbo-Prop,Fixed Wing Multi-Engine,,2018-05-02,V,I
N267AS,Unknown,Unknown,Unknown,Unknown,,,U,U
N285AS,B300,RAYTHEON AIRCRAFT COMPANY,Unknown,Fixed Wing Multi-Engine,2010,2019-03-04,V,C
N835AT,PA-44-180,PIPER AIRCRAFT INC,Unknown,Fixed Wing Multi-Engine,2012,2012-07-03,V,L
N839AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N847AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N831AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N837AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N848AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N866AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N836AT,PA-44-180,PIPER AIRCRAFT INC,Unknown,Fixed Wing Multi-Engine,2012,2012-07-12,V,L
N830AT,Unknown,Unknown,Unknown,Unknown,,,U,U
N849AT,Unknown,Unknown,Unknown,Unknown,,,U,U
